air_pas,air_freight,rail_reg,rail_hst,rail_freight,sea_shipping_small,sea_shipping_med,sea_shipping_large,sea_shipping_vl,LCV,MFT,HFT,midi_bus,reg_bus,inland_shipping,bicycle
1,0.5,1,1,1,0.002,0.054,0.358,0.586,1,1,1,0.059720153,0.940279847,1,1
