air_pas,air_freight,rail_reg,rail_hst,rail_freight,sea_shipping_small,sea_shipping_med,sea_shipping_large,sea_shipping_vl,LCV,MFT,HFT,midi_bus,reg_bus,inland_shipping,bicycle
0.819,0.493,1,0.6875,0.4473,0.71,0.71,0.65,0.5,1,1,1,0.43,0.43,0.71,1
