air_pas,air_freight,rail_reg,rail_hst,rail_freight,sea_shipping_small,sea_shipping_med,sea_shipping_large,sea_shipping_vl,LCV,MFT,HFT,midi_bus,reg_bus,inland_shipping,bicycle
2133504,2133504,138489.5,393340.4823,67484,27000,27000,100000,150000,13000,37000,52000,47843.57895,47843.57895,26677,2400
