air_pas,air_freight,rail_reg,rail_hst,rail_freight,sea_shipping_small,sea_shipping_med,sea_shipping_large,sea_shipping_vl,LCV,MFT,HFT,midi_bus,reg_bus,inland_shipping,bicycle,car
1940,1940,1825,1971,1825,1807,1807,1807,1807,1896,1896,1896,1895,1895,1895,1900,1900
