,,BEV,FCV,HEV,ICE,PHEV,Trolley
MFT,2082,0.0,0.0,61225160.680604406,0.0,1992687151.8530424,0.0
MFT,2083,0.0,0.0,59490639.05163321,0.0,2017109368.588877,0.0
MFT,2084,0.0,0.0,57753106.33101618,0.0,2041555110.4861593,0.0
MFT,2085,0.0,0.0,55992079.640377894,0.0,2066046098.5135102,0.0
MFT,2086,0.0,0.0,54195934.0909708,0.0,2088995665.9683444,0.0
MFT,2087,0.0,0.0,52388660.086327165,0.0,2111759525.5035217,0.0
MFT,2088,0.0,0.0,50566965.508905895,0.0,2134435696.1707633,0.0
MFT,2089,0.0,0.0,48730025.81435774,0.0,2156988343.9825635,0.0
MFT,2090,0.0,0.0,46883367.9172574,0.0,2179463901.4946465,0.0
MFT,2091,0.0,0.0,44996128.031164415,0.0,2200548231.4549356,0.0
MFT,2092,0.0,0.0,43075610.6165257,0.0,2221331866.653303,0.0
MFT,2093,0.0,0.0,41103139.797537394,0.0,2241803956.302567,0.0
MFT,2094,0.0,0.0,39043829.52063298,0.0,2262237065.7159944,0.0
MFT,2095,0.0,0.0,36930011.55002032,0.0,2282498924.1973963,0.0
MFT,2096,0.0,0.0,34697725.533845514,0.0,2301420049.425602,0.0
MFT,2097,0.0,0.0,32452729.126952484,0.0,2320353539.640605,0.0
MFT,2098,0.0,0.0,30147298.33103302,0.0,2339729884.29452,0.0
MFT,2099,0.0,0.0,27912686.22307809,0.0,2358839388.379362,0.0
MFT,2100,0.0,0.0,25846347.049181964,0.0,2377126902.477247,0.0
HFT,1971,0.0,0.0,5.274122458136572,0.0,0.48937340310595384,0.0
HFT,1972,0.0,0.0,20.47971703713476,0.0,1.3166880233500824,0.0
HFT,1973,0.0,0.0,37.951280532468274,0.0,2.2398410552393857,0.0
HFT,1974,0.0,0.0,53.689191043054734,0.0,3.0428832813326747,0.0
HFT,1975,0.0,0.0,68.41588410451327,0.0,3.8016046076121124,0.0
HFT,1976,0.0,0.0,82.12289294465161,0.0,4.192075087431057,0.0
HFT,1977,0.0,0.0,92.00427352877897,0.0,4.4183787343295196,0.0
HFT,1978,0.0,0.0,103.59447251102658,0.0,4.569789813058819,0.0
HFT,1979,0.0,0.0,115.99892216565975,0.0,4.52245454861023,0.0
HFT,1980,0.0,0.0,118.54038279150721,0.0,4.004344592272444,0.0
HFT,1981,0.0,0.0,117.89226450702989,0.0,3.52710904471042,0.0
HFT,1982,0.0,0.0,120.41165890295362,0.0,2.9832302151012073,0.0
HFT,1983,0.0,0.0,122.67300772296694,0.0,2.349595947726371,0.0
HFT,1984,0.0,0.0,132.55222118349982,0.0,1.7052256434819322,0.0
HFT,1985,0.0,0.0,152.32600704159387,0.0,1.5730389862350653,0.0
HFT,1986,0.0,0.0,181.31959250889665,0.0,2.1277183809256566,0.0
HFT,1987,0.0,0.0,242.51372622855206,0.0,4.848909602831284,0.0
HFT,1988,0.0,0.0,315.5948806182751,0.0,9.108149254288547,0.0
HFT,1989,0.0,0.0,413.46026188835697,0.0,14.741126648055332,0.0
HFT,1990,0.0,0.0,506.16771741783174,0.0,23.590374816183974,0.0
HFT,1991,0.0,0.0,626.6480936029931,0.0,36.45572785082477,0.0
HFT,1992,0.0,0.0,720.652221769839,0.0,48.07240493292648,0.0
HFT,1993,0.0,0.0,854.3365944130583,0.0,63.34619736117642,0.0
HFT,1994,0.0,0.0,1019.3921038079937,0.0,81.3292775321516,0.0
HFT,1995,0.0,0.0,1204.7280283684793,0.0,101.7368460574568,0.0
HFT,1996,0.0,0.0,1350.1790356303566,0.0,117.40083515635688,0.0
HFT,1997,0.0,0.0,1482.6898995879737,0.0,131.07585307941338,0.0
HFT,1998,0.0,0.0,1428.8263346033452,0.0,123.35291032054798,0.0
HFT,1999,0.0,0.0,1563.848953280893,0.0,139.12679389087464,0.0
HFT,2000,0.0,0.0,1629.5923710548948,0.0,145.9391022618445,0.0
HFT,2001,0.0,0.0,1619.9161995462885,0.0,146.72930359535854,0.0
HFT,2002,0.0,0.0,1698.7658814917081,0.0,156.84752998216987,0.0
HFT,2003,0.0,0.0,1753.746072052811,0.0,164.0487316084399,0.0
HFT,2004,0.0,0.0,1880.6979948985072,0.0,178.45227380770206,0.0
HFT,2005,0.0,0.0,1927.2849798448442,0.0,184.44423423442612,0.0
HFT,2006,0.0,0.0,2010.2208353093115,0.0,195.57475022333188,0.0
HFT,2007,0.0,0.0,2152.4213124127955,0.0,214.00017295973365,0.0
HFT,2008,0.0,0.0,2276.4721893753167,0.0,232.22309781664367,0.0
HFT,2009,0.0,0.0,2466.1498024204748,0.0,260.4531738051554,0.0
HFT,2010,0.0,0.0,2902.6643788136917,0.0,312.3946824024891,0.0
HFT,2011,0.0,0.0,4148.324539035304,0.0,558.893687316271,0.0
HFT,2012,0.0,0.0,8440.988175735323,0.0,2008.6505697687364,0.0
HFT,2013,0.0,0.0,29600.454720568123,0.0,16160.956911926016,0.0
HFT,2014,0.0,0.0,171263.16591654567,0.0,293000.8459571461,0.0
HFT,2015,0.0,0.0,1542667.856567145,0.0,10997221.42222113,0.0
HFT,2016,0.0,0.0,1860330.1743363386,0.0,13237308.634405673,0.0
HFT,2017,0.0,0.0,2216965.0909386235,0.0,15773729.283446182,0.0
HFT,2018,0.0,0.0,2592435.6663849643,0.0,18407757.241392206,0.0
HFT,2019,0.0,0.0,2953230.624529135,0.0,21006933.24886252,0.0
HFT,2020,0.0,0.0,3092073.09984718,0.0,21919730.083733484,0.0
HFT,2021,0.0,0.0,7608030.97969928,0.0,35209867.00159223,0.0
HFT,2022,0.0,0.0,11735140.57074707,0.0,50713262.713350266,0.0
HFT,2023,0.0,0.0,15749530.998158615,0.0,68538087.24174258,0.0
HFT,2024,0.0,0.0,19486755.244644016,0.0,89799633.50429447,0.0
HFT,2025,0.0,0.0,23038016.685560364,0.0,116644038.66018246,0.0
HFT,2026,0.0,0.0,26276351.52726743,0.0,148208761.91515422,0.0
HFT,2027,0.0,0.0,29544834.020353943,0.0,180510268.08849216,0.0
HFT,2028,0.0,0.0,32884242.06345994,0.0,214310646.96598133,0.0
HFT,2029,0.0,0.0,36383312.5184956,0.0,250411602.27955022,0.0
HFT,2030,0.0,0.0,40096406.09787269,0.0,287782314.6825765,0.0
HFT,2031,0.0,0.0,44011940.18569922,0.0,327205975.9959138,0.0
HFT,2032,0.0,0.0,48068687.701648936,0.0,368348043.84200364,0.0
HFT,2033,0.0,0.0,52276655.06714074,0.0,411658499.6820874,0.0
HFT,2034,0.0,0.0,56767213.311994106,0.0,456757353.0317004,0.0
HFT,2035,0.0,0.0,61566330.91768444,0.0,506307316.415307,0.0
HFT,2036,0.0,0.0,66557740.06224186,0.0,558862059.2533418,0.0
HFT,2037,0.0,0.0,72423324.6350538,0.0,616361076.3286448,0.0
HFT,2038,0.0,0.0,78890606.42048642,0.0,685176977.1885508,0.0
HFT,2039,0.0,0.0,86036726.93191774,0.0,760503642.7314446,0.0
HFT,2040,0.0,0.0,93662006.99624628,0.0,847388307.4702356,0.0
HFT,2041,0.0,0.0,100847864.71718726,0.0,931219128.4371448,0.0
HFT,2042,0.0,0.0,107918378.90033212,0.0,1014576008.1450087,0.0
HFT,2043,0.0,0.0,114834959.22716227,0.0,1095905298.2070765,0.0
HFT,2044,0.0,0.0,121400849.31894639,0.0,1176704214.3704875,0.0
HFT,2045,0.0,0.0,127875417.14099504,0.0,1252434081.1462936,0.0
HFT,2046,0.0,0.0,134033650.77717383,0.0,1319830699.5715098,0.0
HFT,2047,0.0,0.0,139662521.63491,0.0,1385458483.1789181,0.0
HFT,2048,0.0,0.0,144617534.2394033,0.0,1451582767.4825237,0.0
HFT,2049,0.0,0.0,149619209.4917656,0.0,1510837901.4341278,0.0
HFT,2050,0.0,0.0,154456522.10050297,0.0,1566831097.2659116,0.0
HFT,2051,0.0,0.0,158480099.08203647,0.0,1614924227.758615,0.0
HFT,2052,0.0,0.0,162287234.80971828,0.0,1658820590.0092895,0.0
HFT,2053,0.0,0.0,166132623.28820184,0.0,1697352038.8354404,0.0
HFT,2054,0.0,0.0,169653354.51480183,0.0,1734910207.7196681,0.0
HFT,2055,0.0,0.0,173029329.9958097,0.0,1771035247.6541233,0.0
HFT,2056,0.0,0.0,176073491.81274414,0.0,1805580919.9435494,0.0
HFT,2057,0.0,0.0,178949246.52509227,0.0,1840499995.6921198,0.0
HFT,2058,0.0,0.0,181603075.35847914,0.0,1876187739.0438957,0.0
HFT,2059,0.0,0.0,184073918.57707745,0.0,1912474413.1943228,0.0
HFT,2060,0.0,0.0,186347362.111104,0.0,1949528266.6433036,0.0
