,,BEV,FCV,HEV,ICE,PHEV,Trolley
LCV,2052,0.0,0.0,14312953.507532436,0.0,239757474.44352365,0.0
LCV,2053,0.0,0.0,15008344.640410747,0.0,244841903.15156513,0.0
LCV,2054,0.0,0.0,15084822.31352675,0.0,254160058.8893615,0.0
LCV,2055,0.0,0.0,15285361.33824974,0.0,261021280.5556982,0.0
LCV,2056,0.0,0.0,15113678.567310967,0.0,264461869.73440114,0.0
LCV,2057,0.0,0.0,15040532.488113891,0.0,269548013.6106371,0.0
LCV,2058,0.0,0.0,14845074.276308572,0.0,273569357.6233517,0.0
LCV,2059,0.0,0.0,14663260.178319756,0.0,276546479.8980833,0.0
LCV,2060,0.0,0.0,14468164.236607999,0.0,279422544.5212328,0.0
LCV,2061,0.0,0.0,14073933.680893434,0.0,278840675.25143296,0.0
LCV,2062,0.0,0.0,13881573.168011453,0.0,282894362.09345984,0.0
LCV,2063,0.0,0.0,13877799.75811856,0.0,286657934.5405439,0.0
LCV,2064,0.0,0.0,13634628.659409713,0.0,292945128.9590025,0.0
LCV,2065,0.0,0.0,13746551.473760301,0.0,297862307.1578957,0.0
LCV,2066,0.0,0.0,13464814.53683493,0.0,300593339.678367,0.0
LCV,2067,0.0,0.0,13414827.161826363,0.0,307142688.5298043,0.0
LCV,2068,0.0,0.0,13265551.322247526,0.0,314164437.553533,0.0
LCV,2069,0.0,0.0,13128678.131593278,0.0,320810681.5459068,0.0
LCV,2070,0.0,0.0,12943867.12582961,0.0,327075603.5199458,0.0
LCV,2071,0.0,0.0,12277770.997120867,0.0,329752832.5615287,0.0
LCV,2072,0.0,0.0,12116292.426645067,0.0,334177958.1062536,0.0
LCV,2073,0.0,0.0,11769824.826493084,0.0,339015990.30622035,0.0
LCV,2074,0.0,0.0,11460028.576024748,0.0,343113762.97956324,0.0
LCV,2075,0.0,0.0,11151569.185065445,0.0,346919054.1660877,0.0
LCV,2076,0.0,0.0,10666155.226237243,0.0,346573371.7474771,0.0
LCV,2077,0.0,0.0,10382485.53239532,0.0,350461037.9160638,0.0
LCV,2078,0.0,0.0,10028171.308284186,0.0,355079582.6443341,0.0
LCV,2079,0.0,0.0,9682699.2565951,0.0,360146594.2519725,0.0
LCV,2080,0.0,0.0,9335037.432511462,0.0,365780587.6262895,0.0
LCV,2081,0.0,0.0,8870226.77502445,0.0,367602424.6808201,0.0
LCV,2082,0.0,0.0,8573620.812895779,0.0,373535513.96627855,0.0
LCV,2083,0.0,0.0,8288722.743824281,0.0,379190565.8519128,0.0
LCV,2084,0.0,0.0,8027069.2711988585,0.0,384521244.6589817,0.0
LCV,2085,0.0,0.0,7691079.296705057,0.0,389603841.2461834,0.0
LCV,2086,0.0,0.0,7301093.172586021,0.0,390426104.8675177,0.0
LCV,2087,0.0,0.0,6961189.557328003,0.0,394214102.9162408,0.0
LCV,2088,0.0,0.0,6602492.540379969,0.0,397911328.0323626,0.0
LCV,2089,0.0,0.0,6233554.621434029,0.0,401271861.02562326,0.0
LCV,2090,0.0,0.0,5873383.789932602,0.0,404633372.35766983,0.0
LCV,2091,0.0,0.0,5435926.918578628,0.0,404769575.5068778,0.0
LCV,2092,0.0,0.0,5022594.112221157,0.0,407701033.03219163,0.0
LCV,2093,0.0,0.0,4566092.058723573,0.0,410791819.7300234,0.0
LCV,2094,0.0,0.0,4030810.643771686,0.0,414748359.34393275,0.0
LCV,2095,0.0,0.0,3582255.8928955276,0.0,418543136.4448914,0.0
LCV,2096,0.0,0.0,2981305.4587977254,0.0,419558502.3113616,0.0
LCV,2097,0.0,0.0,2685111.7616794445,0.0,423915943.06962156,0.0
LCV,2098,0.0,0.0,2265439.6739709503,0.0,429196709.7753961,0.0
LCV,2099,0.0,0.0,2151625.2138360175,0.0,432544945.88378984,0.0
LCV,2100,0.0,0.0,2257233.673354385,0.0,434220411.88381875,0.0
MFT,1971,0.0,0.0,11.801965660865054,0.0,2.365976007618149,0.0
MFT,1972,0.0,0.0,36.66352577222866,0.0,4.31839954714887,0.0
MFT,1973,0.0,0.0,45.17925821102328,0.0,4.488987048645815,0.0
MFT,1974,0.0,0.0,42.311223697635306,0.0,4.543965136359656,0.0
MFT,1975,0.0,0.0,34.84626899007451,0.0,4.120262920153712,0.0
MFT,1976,0.0,0.0,35.037733113568365,0.0,2.6909288784371457,0.0
MFT,1977,0.0,0.0,31.85571983409432,0.0,2.3197220346297165,0.0
MFT,1978,0.0,0.0,37.12372895001791,0.0,2.5026157181596775,0.0
MFT,1979,0.0,0.0,45.58237718831747,0.0,3.290335821950159,0.0
MFT,1980,0.0,0.0,33.67298093128209,0.0,0.9998080049527667,0.0
MFT,1981,0.0,0.0,32.734961245215196,0.0,2.261070504820834,0.0
MFT,1982,0.0,0.0,40.67480215771835,0.0,1.798129778562378,0.0
MFT,1983,0.0,0.0,39.582435392825516,0.0,1.9988086978885025,0.0
MFT,1984,0.0,0.0,67.83322296676585,0.0,2.4110640072591574,0.0
MFT,1985,0.0,0.0,96.22864895738739,0.0,3.4834975614631545,0.0
MFT,1986,0.0,0.0,121.72828365189629,0.0,7.589854345067559,0.0
MFT,1987,0.0,0.0,162.63736858321292,0.0,12.28039101159181,0.0
MFT,1988,0.0,0.0,181.49327347919453,0.0,15.36623554220563,0.0
MFT,1989,0.0,0.0,232.0180236308481,0.0,18.498770832720375,0.0
MFT,1990,0.0,0.0,201.93221653090407,0.0,25.668769675949644,0.0
MFT,1991,0.0,0.0,234.85772445519746,0.0,32.006999191196975,0.0
MFT,1992,0.0,0.0,214.13977200037576,0.0,28.20983433234428,0.0
MFT,1993,0.0,0.0,279.31606759643944,0.0,37.815540800825175,0.0
MFT,1994,0.0,0.0,357.1778395149344,0.0,45.756938029331025,0.0
MFT,1995,0.0,0.0,396.3030263242598,0.0,54.08698623509347,0.0
MFT,1996,0.0,0.0,366.6128701691774,0.0,46.79699668053809,0.0
MFT,1997,0.0,0.0,377.6239341170161,0.0,49.41962947290391,0.0
MFT,1998,0.0,0.0,167.16670986473693,0.0,16.04484035702897,0.0
MFT,1999,0.0,0.0,411.7094451717973,0.0,55.899322511578234,0.0
MFT,2000,0.0,0.0,372.31349301299645,0.0,48.04163852899203,0.0
MFT,2001,0.0,0.0,270.16859363731686,0.0,36.26646677180738,0.0
MFT,2002,0.0,0.0,417.28217536571645,0.0,61.519260097818595,0.0
MFT,2003,0.0,0.0,405.2705982291911,0.0,60.1487546243341,0.0
MFT,2004,0.0,0.0,526.16499102688,0.0,79.00437077328773,0.0
MFT,2005,0.0,0.0,444.80454524029227,0.0,63.20187819146298,0.0
MFT,2006,0.0,0.0,501.50869630725396,0.0,74.77991159521883,0.0
MFT,2007,0.0,0.0,580.267243505591,0.0,89.23146912060547,0.0
MFT,2008,0.0,0.0,575.2183222249799,0.0,94.58667968188276,0.0
MFT,2009,0.0,0.0,699.9589491793397,0.0,127.14886001428111,0.0
MFT,2010,0.0,0.0,1220.8108353058792,0.0,239.0324165189637,0.0
MFT,2011,0.0,0.0,2892.0672231293506,0.0,941.7484407408019,0.0
MFT,2012,0.0,0.0,9240.011335380896,0.0,5570.9098281294955,0.0
MFT,2013,0.0,0.0,39688.159470077175,0.0,50949.02580348643,0.0
MFT,2014,0.0,0.0,206621.18870744438,0.0,765005.2900603273,0.0
MFT,2015,0.0,0.0,1025432.7399652625,0.0,14099590.208789615,0.0
MFT,2016,0.0,0.0,263973.47627877846,0.0,3043094.7118578055,0.0
MFT,2017,0.0,0.0,298458.9340928577,0.0,3453047.016930988,0.0
MFT,2018,0.0,0.0,322105.4063635249,0.0,3676119.5250797137,0.0
MFT,2019,0.0,0.0,324549.63735248114,0.0,3840059.5585564133,0.0
MFT,2020,0.0,0.0,201367.17097634485,0.0,2107536.4725581384,0.0
MFT,2021,0.0,0.0,1848902.5848077284,0.0,20101645.0928141,0.0
MFT,2022,0.0,0.0,2029767.4818158152,0.0,22629668.035769,0.0
MFT,2023,0.0,0.0,2223928.653416887,0.0,25872078.48502845,0.0
MFT,2024,0.0,0.0,2389746.8831346743,0.0,28618044.66454185,0.0
MFT,2025,0.0,0.0,2509234.740602625,0.0,31991043.5507686,0.0
MFT,2026,0.0,0.0,2533307.1914398577,0.0,35303557.684133284,0.0
MFT,2027,0.0,0.0,2701629.0497760526,0.0,36482610.82710746,0.0
MFT,2028,0.0,0.0,3009413.645922849,0.0,39542816.40871135,0.0
MFT,2029,0.0,0.0,3420016.1949400967,0.0,44401595.366297334,0.0
MFT,2030,0.0,0.0,3896347.153353076,0.0,49328607.663322635,0.0
MFT,2031,0.0,0.0,4363064.609809888,0.0,55036281.776991524,0.0
MFT,2032,0.0,0.0,4690944.84432009,0.0,59617868.530385286,0.0
MFT,2033,0.0,0.0,4975582.260594391,0.0,63855608.13696014,0.0
MFT,2034,0.0,0.0,5250361.711087156,0.0,67757330.62541102,0.0
MFT,2035,0.0,0.0,5513770.512718274,0.0,73374622.56892256,0.0
MFT,2036,0.0,0.0,5771333.921123628,0.0,77935000.3859112,0.0
MFT,2037,0.0,0.0,6314986.622388144,0.0,84958540.33463597,0.0
MFT,2038,0.0,0.0,6771833.613639297,0.0,95517954.75729184,0.0
MFT,2039,0.0,0.0,7274928.908015565,0.0,103341961.70618522,0.0
MFT,2040,0.0,0.0,7593546.526037693,0.0,115575094.74124035,0.0
MFT,2041,0.0,0.0,7661694.710832336,0.0,117005812.0611171,0.0
MFT,2042,0.0,0.0,7880464.892940203,0.0,121504498.44556497,0.0
MFT,2043,0.0,0.0,8103519.391385408,0.0,125190153.14935528,0.0
MFT,2044,0.0,0.0,8236680.241342268,0.0,130127728.75137725,0.0
MFT,2045,0.0,0.0,8483697.880729955,0.0,134068117.20620482,0.0
MFT,2046,0.0,0.0,8648634.412081117,0.0,136164407.22890276,0.0
MFT,2047,0.0,0.0,8713991.708374895,0.0,142194335.90674198,0.0
MFT,2048,0.0,0.0,8673424.541648282,0.0,149102729.32962328,0.0
MFT,2049,0.0,0.0,8969658.1556307,0.0,151710541.746204,0.0
MFT,2050,0.0,0.0,9100786.694011759,0.0,155383377.69801694,0.0
MFT,2051,0.0,0.0,8967857.207595369,0.0,154816376.39881814,0.0
MFT,2052,0.0,0.0,9093700.52853725,0.0,156832787.87430024,0.0
MFT,2053,0.0,0.0,9351536.77970928,0.0,158114294.2947564,0.0
MFT,2054,0.0,0.0,9371985.309725687,0.0,161778166.27881446,0.0
MFT,2055,0.0,0.0,9478592.729706543,0.0,165203625.5796645,0.0
MFT,2056,0.0,0.0,9461944.463773558,0.0,168072828.33298,0.0
MFT,2057,0.0,0.0,9502364.063987741,0.0,172022608.9318905,0.0
MFT,2058,0.0,0.0,9504547.867781034,0.0,175614269.92362243,0.0
MFT,2059,0.0,0.0,9517086.739454718,0.0,178588710.7010323,0.0
MFT,2060,0.0,0.0,9521216.079182005,0.0,181288555.63185722,0.0
MFT,2061,0.0,0.0,9437983.454857083,0.0,182482408.49104917,0.0
MFT,2062,0.0,0.0,9411842.43887117,0.0,185511868.2819193,0.0
MFT,2063,0.0,0.0,9431805.031220956,0.0,188455741.2082433,0.0
MFT,2064,0.0,0.0,9317305.028612595,0.0,192437428.088589,0.0
MFT,2065,0.0,0.0,9316447.305182396,0.0,195765909.36602402,0.0
MFT,2066,0.0,0.0,9137693.328849515,0.0,198034201.65724635,0.0
MFT,2067,0.0,0.0,9039379.782559384,0.0,201578606.84328204,0.0
MFT,2068,0.0,0.0,8903409.273693329,0.0,205076632.5865333,0.0
MFT,2069,0.0,0.0,8785264.076839557,0.0,208314784.94448665,0.0
MFT,2070,0.0,0.0,8665595.604380326,0.0,211487578.7916304,0.0
MFT,2071,0.0,0.0,8373285.438541043,0.0,213488862.67621168,0.0
MFT,2072,0.0,0.0,8295344.586363802,0.0,216495597.22360054,0.0
MFT,2073,0.0,0.0,8145455.869963111,0.0,219963514.04209337,0.0
MFT,2074,0.0,0.0,8004985.149398768,0.0,223312711.93310475,0.0
MFT,2075,0.0,0.0,7854458.417160055,0.0,226608744.19811338,0.0
MFT,2076,0.0,0.0,7622728.186485714,0.0,228185354.17722172,0.0
MFT,2077,0.0,0.0,7452387.896658846,0.0,231325003.93853444,0.0
MFT,2078,0.0,0.0,7240612.619278954,0.0,234540104.54380366,0.0
MFT,2079,0.0,0.0,7023148.086477881,0.0,237719806.95545447,0.0
MFT,2080,0.0,0.0,6801413.784108034,0.0,240959239.6164913,0.0
MFT,2081,0.0,0.0,6536899.7296097595,0.0,242557325.88922924,0.0
MFT,2082,0.0,0.0,6341593.303110593,0.0,245754576.25971088,0.0
MFT,2083,0.0,0.0,6152828.197401416,0.0,248808247.09486204,0.0
MFT,2084,0.0,0.0,5972729.988611246,0.0,251749524.14208588,0.0
MFT,2085,0.0,0.0,5760515.775172622,0.0,254687884.9831221,0.0
MFT,2086,0.0,0.0,5525803.275916427,0.0,256040497.96062195,0.0
MFT,2087,0.0,0.0,5306241.505466671,0.0,258748957.98423806,0.0
MFT,2088,0.0,0.0,5077691.317111378,0.0,261533098.10319164,0.0
MFT,2089,0.0,0.0,4846668.131449793,0.0,264243640.90569663,0.0
MFT,2090,0.0,0.0,4623246.195871564,0.0,266967403.40962258,0.0
MFT,2091,0.0,0.0,4372533.092639302,0.0,268348099.69119424,0.0
MFT,2092,0.0,0.0,4131122.951434868,0.0,270773090.0662867,0.0
MFT,2093,0.0,0.0,3869652.0140751945,0.0,273114547.59210867,0.0
MFT,2094,0.0,0.0,3568977.601605155,0.0,275650412.49038106,0.0
MFT,2095,0.0,0.0,3295166.2114201463,0.0,278000244.8646645,0.0
MFT,2096,0.0,0.0,2952169.6037534694,0.0,279153605.7791564,0.0
MFT,2097,0.0,0.0,2710016.686919064,0.0,281632392.52756274,0.0
MFT,2098,0.0,0.0,2414726.958684508,0.0,284491045.7976169,0.0
MFT,2099,0.0,0.0,2243772.5389934126,0.0,286573965.35012203,0.0
MFT,2100,0.0,0.0,2161488.0832506665,0.0,288045224.7137622,0.0
HFT,1971,0.0,0.0,5.274122458136572,0.0,0.48937340310595384,0.0
HFT,1972,0.0,0.0,15.208199385891103,0.0,0.8275548426512713,0.0
HFT,1973,0.0,0.0,17.489107754476976,0.0,0.9244948814730061,0.0
HFT,1974,0.0,0.0,15.81245852704544,0.0,0.808500663478293,0.0
HFT,1975,0.0,0.0,14.983310506214307,0.0,0.7767926881660214,0.0
HFT,1976,0.0,0.0,14.441020840404123,0.0,0.440066512095999,0.0
HFT,1977,0.0,0.0,11.63584355829213,0.0,0.33968686537881376,0.0
HFT,1978,0.0,0.0,15.120352510789019,0.0,0.3699291982951461,0.0
HFT,1979,0.0,0.0,18.44836793812561,0.0,0.3089175695288093,0.0
HFT,1980,0.0,0.0,12.404168671808673,0.0,0.09649341550875398,0.0
HFT,1981,0.0,0.0,11.43102564503172,0.0,0.1338496448271476,0.0
HFT,1982,0.0,0.0,15.642172350137932,0.0,0.09667344390868784,0.0
HFT,1983,0.0,0.0,16.88742379537431,0.0,0.058491620860308666,0.0
HFT,1984,0.0,0.0,24.166265818868915,0.0,0.00010798750974995729,0.0
HFT,1985,0.0,0.0,34.37486357433478,0.0,0.45893453283307417,0.0
HFT,1986,0.0,0.0,44.372162049758074,0.0,1.1824377728675022,0.0
HFT,1987,0.0,0.0,75.47978914141424,0.0,2.8583258677181287,0.0
HFT,1988,0.0,0.0,88.17480338727955,0.0,4.371473332599353,0.0
HFT,1989,0.0,0.0,113.3051289043761,0.0,5.737780452345627,0.0
HFT,1990,0.0,0.0,112.89678695881312,0.0,8.987056663782377,0.0
HFT,1991,0.0,0.0,144.17452662752262,0.0,13.116035997010947,0.0
HFT,1992,0.0,0.0,131.56158307279821,0.0,12.123856230971747,0.0
HFT,1993,0.0,0.0,169.74483976243764,0.0,16.245937970692413,0.0
HFT,1994,0.0,0.0,215.03790220473797,0.0,19.710830603557525,0.0
HFT,1995,0.0,0.0,248.08947331279296,0.0,23.228931997897927,0.0
HFT,1996,0.0,0.0,220.90647103320467,0.0,19.92774256066955,0.0
HFT,1997,0.0,0.0,224.71327324887937,0.0,19.72107117930052,0.0
HFT,1998,0.0,0.0,55.48950693505281,0.0,0.38116075668866034,0.0
HFT,1999,0.0,0.0,265.8182864364083,0.0,26.111659364500145,0.0
HFT,2000,0.0,0.0,210.9522438854238,0.0,19.438469483825564,0.0
HFT,2001,0.0,0.0,157.64895974723453,0.0,15.584372662737941,0.0
HFT,2002,0.0,0.0,261.9087028939086,0.0,26.68559678379783,0.0
HFT,2003,0.0,0.0,249.20849351732403,0.0,24.852296962675823,0.0
HFT,2004,0.0,0.0,325.28102205766226,0.0,32.31712104794837,0.0
HFT,2005,0.0,0.0,243.84256697226624,0.0,23.610532410853253,0.0
HFT,2006,0.0,0.0,277.7351869008717,0.0,28.47748735159879,0.0
HFT,2007,0.0,0.0,337.83545612687635,0.0,36.071681476456874,0.0
HFT,2008,0.0,0.0,326.044730817947,0.0,36.92507470685878,0.0
HFT,2009,0.0,0.0,403.08629100649233,0.0,48.58602201918528,0.0
HFT,2010,0.0,0.0,665.0203574514732,0.0,74.26004509116618,0.0
HFT,2011,0.0,0.0,1491.2981570120999,0.0,270.8660810612698,0.0
HFT,2012,0.0,0.0,4555.983531055988,0.0,1476.2716463544075,0.0
HFT,2013,0.0,0.0,21443.80308840629,0.0,14182.046705983905,0.0
HFT,2014,0.0,0.0,141989.12756160795,0.0,276882.5093646869,0.0
HFT,2015,0.0,0.0,1371892.9563817997,0.0,10704433.049749058,0.0
HFT,2016,0.0,0.0,319252.22584424645,0.0,2246042.7597395186,0.0
HFT,2017,0.0,0.0,361542.32092057006,0.0,2560364.157465768,0.0
HFT,2018,0.0,0.0,390784.6339275045,0.0,2721069.522191388,0.0
HFT,2019,0.0,0.0,402459.5630257206,0.0,2857724.296179194,0.0
HFT,2020,0.0,0.0,234224.4853086696,0.0,1539237.1896596581,0.0
HFT,2021,0.0,0.0,4697875.522723205,0.0,14531984.649144743,0.0
HFT,2022,0.0,0.0,4418757.939495934,0.0,17538632.710817862,0.0
HFT,2023,0.0,0.0,4412665.714726634,0.0,20621109.295555696,0.0
HFT,2024,0.0,0.0,4223544.242037562,0.0,24591841.998761304,0.0
HFT,2025,0.0,0.0,4133530.538045798,0.0,30514443.446573954,0.0
HFT,2026,0.0,0.0,4002004.8215654693,0.0,35715790.98377273,0.0
HFT,2027,0.0,0.0,4390764.688098636,0.0,37560220.0953509,0.0
HFT,2028,0.0,0.0,5034601.156704979,0.0,41160545.29906927,0.0
HFT,2029,0.0,0.0,5912230.653224702,0.0,46608900.408285156,0.0
HFT,2030,0.0,0.0,6835258.957272161,0.0,51812369.75501071,0.0
HFT,2031,0.0,0.0,7592149.862476052,0.0,58202504.4195985,0.0
HFT,2032,0.0,0.0,8085673.667533816,0.0,64365632.184751146,0.0
HFT,2033,0.0,0.0,8458821.445377288,0.0,70940901.89082466,0.0
HFT,2034,0.0,0.0,8928058.300863996,0.0,77060638.12166682,0.0
HFT,2035,0.0,0.0,9519059.052882612,0.0,85809652.14805675,0.0
HFT,2036,0.0,0.0,10134599.88667934,0.0,93207059.56586236,0.0
HFT,2037,0.0,0.0,11562939.794467062,0.0,102815547.44474794,0.0
HFT,2038,0.0,0.0,12800885.538687248,0.0,119212510.5896191,0.0
HFT,2039,0.0,0.0,14137428.63261179,0.0,131278777.68601607,0.0
HFT,2040,0.0,0.0,15251951.70194448,0.0,148865296.79008693,0.0
HFT,2041,0.0,0.0,15421319.5060857,0.0,152329205.76102236,0.0
HFT,2042,0.0,0.0,15922144.223852392,0.0,158953755.9939439,0.0
HFT,2043,0.0,0.0,16446821.179898225,0.0,164794055.10318628,0.0
HFT,2044,0.0,0.0,16884814.529406916,0.0,173120944.66122165,0.0
HFT,2045,0.0,0.0,17695581.694677625,0.0,178009645.01301017,0.0
HFT,2046,0.0,0.0,18367037.635436967,0.0,180557512.70329744,0.0
HFT,2047,0.0,0.0,18828652.904002525,0.0,190051600.05152017,0.0
HFT,2048,0.0,0.0,19073722.134559575,0.0,201438463.56142962,0.0
HFT,2049,0.0,0.0,19918657.862331834,0.0,204448306.7852324,0.0
HFT,2050,0.0,0.0,20435685.660120603,0.0,209804591.1454428,0.0
HFT,2051,0.0,0.0,20226603.914273486,0.0,209423010.541939,0.0
HFT,2052,0.0,0.0,20583379.478182383,0.0,212016560.95211935,0.0
HFT,2053,0.0,0.0,21189091.493281256,0.0,213097811.38000667,0.0
HFT,2054,0.0,0.0,21426987.830630615,0.0,218501323.8332016,0.0
HFT,2055,0.0,0.0,21826913.348813586,0.0,223451067.40401807,0.0
HFT,2056,0.0,0.0,22007670.711881556,0.0,228069567.54799482,0.0
HFT,2057,0.0,0.0,22308783.69321183,0.0,234080508.73317137,0.0
HFT,2058,0.0,0.0,22507693.934112333,0.0,239614453.02809963,0.0
HFT,2059,0.0,0.0,22700858.96333304,0.0,244092633.44204694,0.0
HFT,2060,0.0,0.0,22849824.303929467,0.0,248172465.70465064,0.0
HFT,2061,0.0,0.0,22787312.301017072,0.0,250219731.58840787,0.0
HFT,2062,0.0,0.0,22902206.291376688,0.0,254775894.2910116,0.0
HFT,2063,0.0,0.0,23094023.05043954,0.0,259217512.17317787,0.0
HFT,2064,0.0,0.0,23072516.413036533,0.0,265553869.65791413,0.0
HFT,2065,0.0,0.0,23250996.156343758,0.0,270720125.88774824,0.0
